ID,Usia,Pendapatan,Gender,Status_Pekerjaan,Pendidikan,Jml_Keluarga,Transaksi_BulanIni,Status_Kesehatan,Tingkat_Konsumsi
2448,52,81867276.58441123,L,Pegawai Negeri,S2,3,1,Sakit Ringan,Tinggi
2449,61,126896925.04095028,L,Pelajar,D3,1,6,Sehat,Rendah
2450,55,53866446.89769361,L,Pegawai Negeri,S2,4,2,Sakit Berat,Rendah
2451,43,179841592.28047484,P,Pekerja Swasta,S2,5,14,Sakit Ringan,Sedang
2452,28,165508837.6231009,P,Pelajar,D3,5,10,Sakit Berat,Rendah
2453,52,113694880.30564946,L,Pekerja Swasta,S1,6,0,Sakit Ringan,Rendah
2454,25,150357769.54640478,L,Wiraswasta,S3,1,15,Sehat,Rendah
2455,63,85939134.44577652,L,Pelajar,D3,6,10,Sakit Ringan,Sedang
2456,31,26620002.69195618,P,Wiraswasta,S3,2,19,Sakit Berat,Sedang
2457,27,182779912.55585718,P,Wiraswasta,SMA,3,19,Sakit Ringan,Sedang
2458,19,43002827.88640796,P,Pekerja Swasta,SMA,1,18,Sehat,Sedang
2459,63,190628722.34833726,L,Pelajar,S2,6,6,Sehat,Sedang
2460,26,122938865.88789982,L,Pelajar,S2,1,17,Sakit Berat,Tinggi
2461,20,75001350.9838574,P,Pelajar,S1,2,9,Sakit Berat,Rendah
2462,38,109194432.19613203,L,Wiraswasta,S3,2,7,Sakit Ringan,Sedang
2463,43,110293365.60615695,L,Pelajar,SMA,4,1,Sehat,Sedang
2464,25,24191674.299664743,P,Pegawai Negeri,SMA,2,6,Sehat,Sedang
2465,65,83982773.33914495,L,Pegawai Negeri,S2,2,7,Sakit Ringan,Sedang
2466,19,153175843.91772515,P,Wiraswasta,S2,3,18,Sakit Ringan,Rendah
2467,23,111812454.01112743,P,Pekerja Swasta,S1,6,5,Sakit Berat,Rendah
2468,45,63961421.061725155,L,Pegawai Negeri,S2,6,0,Sakit Berat,Tinggi
2469,70,80319774.80664992,P,Pekerja Swasta,S2,3,10,Sakit Ringan,Rendah
2470,46,175349790.76087084,L,Pelajar,S1,3,19,Sakit Ringan,Sedang
2471,43,114598940.62704132,P,Pegawai Negeri,S2,1,3,Sakit Ringan,Sedang
2472,42,115103382.05922247,L,Wiraswasta,S2,3,11,Sehat,Sedang
2473,29,193064142.6291818,L,Wiraswasta,S2,3,8,Sakit Berat,Sedang
2474,22,77758651.82659581,L,Pekerja Swasta,S3,5,7,Sakit Berat,Rendah
2475,51,106317402.51912111,L,Wiraswasta,SMA,3,5,Sehat,Rendah
2476,65,166108447.5897501,P,Pekerja Swasta,D3,1,17,Sakit Berat,Tinggi
2477,54,156604204.79966533,P,Pekerja Swasta,SMA,6,18,Sakit Ringan,Rendah
2478,32,67843895.94716106,L,Pegawai Negeri,S3,5,19,Sehat,Sedang
2479,61,47196388.56896945,L,Pegawai Negeri,D3,1,17,Sakit Ringan,Sedang
2480,53,146126823.71372628,L,Wiraswasta,SMA,1,0,Sakit Berat,Rendah
2481,32,66378111.82529506,P,Pekerja Swasta,S1,5,8,Sehat,Tinggi
2482,60,186081649.1343634,P,Pegawai Negeri,S3,5,12,Sakit Berat,Tinggi
2483,65,43264584.91806069,L,Pelajar,S1,5,11,Sakit Ringan,Rendah
2484,40,77296736.02425978,P,Wiraswasta,S1,5,17,Sakit Ringan,Rendah
2485,23,29861704.446484476,L,Wiraswasta,SMA,1,20,Sakit Berat,Rendah
2486,63,146594955.23540807,P,Pelajar,D3,5,6,Sehat,Sedang
2487,67,180427276.8047717,L,Pelajar,S2,2,10,Sehat,Rendah
2488,61,134457414.91958126,L,Pelajar,S2,6,17,Sehat,Rendah
2489,60,188795542.79206705,L,Pegawai Negeri,S3,3,9,Sakit Ringan,Tinggi
2490,62,43130716.13021774,P,Pelajar,S1,3,7,Sakit Berat,Tinggi
2491,38,35792106.9072858,L,Wiraswasta,S3,6,13,Sehat,Sedang
2492,40,170914291.61012673,P,Pegawai Negeri,SMA,2,13,Sehat,Tinggi
2493,60,173992011.56957138,P,Pekerja Swasta,S1,6,12,Sehat,Tinggi
2494,33,169587114.87928307,L,Pelajar,S2,1,6,Sehat,Rendah
2495,64,163813682.4560742,L,Wiraswasta,SMA,1,14,Sehat,Tinggi
2496,70,85201105.50895885,L,Pelajar,SMA,3,5,Sakit Berat,Tinggi
2497,32,59143175.046449795,P,Pekerja Swasta,S3,4,11,Sakit Ringan,Tinggi
2498,42,187184723.59960222,P,Pegawai Negeri,S3,6,10,Sakit Berat,Tinggi
2499,53,75260032.91270012,P,Pekerja Swasta,D3,2,17,Sakit Ringan,Tinggi
2500,28,91713382.78952579,P,Pegawai Negeri,S2,2,3,Sakit Ringan,Tinggi
2501,68,145920612.70129398,P,Wiraswasta,S2,3,3,Sakit Berat,Tinggi
2502,32,72804094.39891776,P,Wiraswasta,S3,5,12,Sakit Ringan,Tinggi
2503,21,167443439.88098022,P,Wiraswasta,S2,6,6,Sakit Ringan,Sedang
2504,38,32606232.253720626,L,Pekerja Swasta,S2,4,18,Sakit Ringan,Rendah
2505,30,162412880.13000822,L,Pelajar,SMA,1,3,Sakit Ringan,Tinggi
2506,39,128333238.07120475,L,Pelajar,S1,1,0,Sehat,Rendah
2507,36,123138855.94044672,P,Pekerja Swasta,S1,1,7,Sakit Berat,Tinggi
2508,51,102507867.04495892,L,Pelajar,D3,1,11,Sakit Berat,Sedang
2509,31,69868207.33101603,P,Pekerja Swasta,S1,2,11,Sehat,Tinggi
2510,21,103532651.37762259,P,Pelajar,S2,2,19,Sehat,Sedang
2511,65,101005132.16336372,P,Pegawai Negeri,SMA,5,10,Sehat,Tinggi
2512,70,125075753.98095259,P,Wiraswasta,S1,2,20,Sakit Berat,Tinggi
2513,69,70683371.45399544,L,Pelajar,S2,5,20,Sehat,Rendah
2514,63,33967204.755706824,P,Pekerja Swasta,S2,5,16,Sakit Berat,Tinggi
2515,44,46116100.395044886,L,Pegawai Negeri,S3,1,16,Sehat,Tinggi
2516,46,145851937.6630831,P,Pelajar,S3,1,11,Sakit Berat,Sedang
2517,64,24048619.334397286,L,Pelajar,S1,2,11,Sakit Ringan,Rendah
2518,45,174159748.0361774,P,Pekerja Swasta,S3,2,16,Sehat,Tinggi
2519,52,144991518.9463844,P,Pegawai Negeri,S2,5,8,Sakit Ringan,Rendah
2520,25,158255577.43538892,L,Wiraswasta,S2,3,12,Sehat,Rendah
2521,33,170477200.83682546,L,Pekerja Swasta,S3,1,16,Sakit Berat,Tinggi
2522,59,42087879.90743261,L,Pelajar,SMA,4,0,Sakit Ringan,Tinggi
2523,53,168041196.37461194,P,Wiraswasta,S3,3,20,Sakit Ringan,Tinggi
2524,47,110835638.77863015,P,Pelajar,SMA,1,2,Sakit Ringan,Tinggi
2525,35,179394290.97557548,P,Pekerja Swasta,S3,1,7,Sehat,Tinggi
2526,19,179585588.19086182,L,Pegawai Negeri,S2,2,7,Sehat,Rendah
2527,66,24352047.87575064,L,Wiraswasta,S2,4,7,Sehat,Sedang
2528,30,88915738.787037,L,Pekerja Swasta,S3,6,5,Sakit Ringan,Rendah
2529,21,114751783.25574921,P,Pekerja Swasta,D3,4,14,Sakit Berat,Tinggi
2530,43,142104816.16092235,P,Wiraswasta,SMA,1,20,Sakit Ringan,Rendah
2531,42,71513524.40314412,L,Pegawai Negeri,D3,6,4,Sakit Ringan,Sedang
2532,47,65385606.91963741,P,Pelajar,S2,6,5,Sakit Berat,Rendah
2533,28,88627829.43602851,P,Wiraswasta,SMA,5,5,Sakit Berat,Tinggi
2534,24,110168964.514981,P,Pekerja Swasta,S3,4,9,Sakit Ringan,Tinggi
2535,48,191206321.6529744,L,Wiraswasta,SMA,3,18,Sakit Ringan,Tinggi
2536,61,157179524.00553873,L,Wiraswasta,SMA,5,1,Sakit Berat,Sedang
2537,27,97277810.04878695,L,Pegawai Negeri,S1,2,6,Sakit Ringan,Tinggi
2538,56,29785912.11923308,P,Pegawai Negeri,SMA,1,18,Sakit Ringan,Tinggi
2539,30,50333706.58587669,L,Pelajar,S2,1,12,Sakit Berat,Tinggi
2540,48,102066396.37749507,L,Wiraswasta,D3,3,3,Sehat,Tinggi
2541,24,166488662.01776677,P,Pegawai Negeri,D3,3,10,Sakit Ringan,Rendah
2542,66,88525196.42192191,P,Pegawai Negeri,S3,6,17,Sakit Ringan,Tinggi
2543,59,116929397.13411075,P,Pekerja Swasta,S1,2,20,Sehat,Rendah
2544,59,180524879.49531838,P,Pegawai Negeri,D3,2,20,Sakit Berat,Sedang
2545,53,184483326.6967932,L,Wiraswasta,D3,6,10,Sehat,Rendah
2546,37,58839499.35968409,P,Wiraswasta,SMA,6,12,Sakit Ringan,Rendah
2547,21,27847085.92266699,P,Pekerja Swasta,S2,4,9,Sehat,Rendah
2548,24,74973895.57487269,P,Pekerja Swasta,S2,5,16,Sakit Berat,Rendah
2549,18,145244416.66864043,P,Pekerja Swasta,S3,1,3,Sakit Ringan,Rendah
2550,61,191200196.17572796,P,Wiraswasta,S2,4,2,Sehat,Rendah
2551,62,33865759.997140504,P,Wiraswasta,D3,2,6,Sakit Ringan,Sedang
2552,59,25127085.898868874,L,Pelajar,SMA,3,15,Sakit Berat,Tinggi
2553,64,179146498.33742994,L,Pegawai Negeri,S2,4,20,Sehat,Sedang
2554,30,154666148.4385654,L,Pekerja Swasta,S1,3,5,Sakit Berat,Rendah
2555,39,198604744.24800354,L,Pegawai Negeri,S1,6,17,Sakit Ringan,Rendah
2556,38,91422718.66381757,P,Pegawai Negeri,S1,5,0,Sakit Ringan,Rendah
2557,39,94889162.92461848,P,Pelajar,S2,3,18,Sakit Berat,Sedang
2558,45,51016130.71354093,P,Wiraswasta,SMA,1,9,Sakit Ringan,Rendah
2559,26,40852487.46752092,L,Pegawai Negeri,S2,5,2,Sakit Berat,Sedang
2560,43,124169241.90624283,P,Pekerja Swasta,D3,3,10,Sakit Berat,Rendah
2561,26,85571300.23306987,P,Pekerja Swasta,S2,4,6,Sakit Berat,Rendah
2562,32,34456960.63014411,P,Wiraswasta,S1,1,5,Sakit Ringan,Sedang
2563,27,179657672.51419756,P,Wiraswasta,S1,1,13,Sakit Berat,Sedang
2564,41,55704164.28487995,L,Wiraswasta,SMA,2,19,Sakit Ringan,Sedang
2565,59,154745182.4606359,P,Pekerja Swasta,S3,2,7,Sakit Berat,Sedang
2566,25,70801147.30126,P,Wiraswasta,S1,4,10,Sakit Ringan,Rendah
2567,41,166322869.53550383,P,Pelajar,S1,6,1,Sehat,Rendah
2568,33,41311431.456977725,L,Pelajar,S3,2,6,Sakit Berat,Tinggi
2569,66,156092889.83991706,P,Pekerja Swasta,S2,3,16,Sehat,Rendah
2570,43,37661397.30209224,P,Pelajar,S1,6,4,Sehat,Rendah
2571,44,100444841.8142498,P,Pegawai Negeri,SMA,2,5,Sakit Berat,Rendah
2572,54,152120783.1079288,P,Wiraswasta,S2,1,16,Sehat,Rendah
2573,21,51179308.613642104,P,Pelajar,S2,4,14,Sehat,Rendah
2574,67,71419697.99241014,P,Wiraswasta,S1,3,2,Sakit Berat,Tinggi
2575,41,175658058.57659557,P,Pelajar,S2,1,17,Sehat,Sedang
2576,36,179321477.76337627,L,Wiraswasta,S2,1,14,Sakit Berat,Rendah
2577,53,28088381.44149072,L,Pekerja Swasta,SMA,5,3,Sakit Berat,Rendah
2578,56,50256305.36353555,P,Pegawai Negeri,S2,2,20,Sehat,Sedang
2579,27,41144949.24911462,P,Wiraswasta,S1,6,9,Sakit Berat,Sedang
2580,42,52344757.037234545,L,Pegawai Negeri,S1,3,10,Sehat,Tinggi
2581,35,194633790.37512904,L,Wiraswasta,S3,4,0,Sakit Berat,Tinggi
2582,36,119297944.78228216,L,Pekerja Swasta,D3,4,9,Sakit Berat,Tinggi
2583,53,104260230.28188683,L,Pegawai Negeri,S3,4,14,Sakit Berat,Sedang
2584,27,197204127.1566709,P,Pelajar,SMA,5,7,Sehat,Rendah
2585,50,120252103.37493236,P,Pegawai Negeri,SMA,3,8,Sakit Ringan,Sedang
2586,67,139001226.92219442,P,Wiraswasta,S1,1,0,Sehat,Rendah
2587,22,79898698.28885244,P,Pegawai Negeri,D3,6,20,Sakit Berat,Sedang
2588,64,88780675.61171335,P,Pekerja Swasta,S3,5,11,Sehat,Sedang
2589,66,126993689.08563314,L,Pegawai Negeri,D3,6,15,Sakit Berat,Sedang
2590,52,32561441.120083656,L,Pegawai Negeri,S1,6,6,Sakit Ringan,Sedang
2591,61,66058919.48805953,L,Pegawai Negeri,S2,2,11,Sakit Ringan,Rendah
2592,51,55426114.90285528,L,Pelajar,S1,1,11,Sehat,Rendah
2593,50,22860810.76520065,L,Pegawai Negeri,S1,4,10,Sehat,Rendah
2594,38,116642228.69367595,P,Wiraswasta,D3,2,15,Sakit Ringan,Rendah
2595,34,120989511.11429824,L,Wiraswasta,SMA,3,7,Sehat,Tinggi
2596,39,89109060.14670661,L,Pegawai Negeri,S2,3,18,Sakit Berat,Tinggi
2597,65,68370944.50366235,P,Pegawai Negeri,S2,6,7,Sakit Berat,Sedang
2598,54,137370777.67903244,P,Pelajar,SMA,5,4,Sehat,Rendah
2599,32,44238649.04920223,P,Pekerja Swasta,D3,3,16,Sakit Ringan,Rendah
2600,52,113350705.69436014,P,Wiraswasta,D3,4,15,Sakit Berat,Sedang
2601,45,158253317.4459116,P,Pelajar,SMA,5,3,Sakit Berat,Sedang
2602,24,49573637.11144501,L,Wiraswasta,S3,5,17,Sakit Berat,Sedang
2603,49,155586716.9472474,P,Wiraswasta,D3,4,11,Sakit Berat,Rendah
2604,28,156943011.64761165,P,Pegawai Negeri,SMA,3,20,Sakit Ringan,Rendah
2605,27,30786796.681481883,L,Wiraswasta,S3,2,3,Sakit Berat,Rendah
2606,26,23381178.69569273,L,Pekerja Swasta,S1,5,17,Sakit Ringan,Tinggi
2607,31,195308373.07787508,P,Pekerja Swasta,S2,2,6,Sakit Ringan,Sedang
2608,30,54808878.70978849,P,Pekerja Swasta,SMA,2,1,Sakit Ringan,Rendah
2609,42,167985057.63801852,L,Pelajar,D3,2,1,Sakit Berat,Sedang
2610,19,121133117.54815374,P,Pekerja Swasta,S2,6,12,Sakit Berat,Tinggi
2611,52,67604988.35665943,P,Pekerja Swasta,S3,2,3,Sakit Ringan,Sedang
2612,24,43394678.591386266,P,Wiraswasta,S2,4,4,Sakit Berat,Rendah
2613,38,109401909.24399096,P,Pelajar,SMA,1,11,Sakit Berat,Sedang
2614,35,93323866.09330097,P,Pegawai Negeri,S1,3,10,Sakit Berat,Rendah
2615,20,145799495.32107222,L,Pelajar,S3,1,2,Sakit Ringan,Tinggi
2616,59,182750338.9185908,L,Pelajar,S3,6,10,Sakit Ringan,Tinggi
2617,56,164944655.65341893,P,Pegawai Negeri,S3,1,8,Sakit Berat,Rendah
2618,58,69401369.03686614,P,Pegawai Negeri,S2,5,7,Sakit Berat,Tinggi
2619,66,178207979.32141504,L,Pegawai Negeri,S1,1,20,Sakit Ringan,Sedang
2620,28,170010436.53882873,L,Wiraswasta,SMA,1,7,Sehat,Tinggi
2621,56,187244522.06991827,L,Wiraswasta,SMA,4,9,Sakit Ringan,Tinggi
2622,41,102558947.78683779,P,Wiraswasta,S2,2,5,Sakit Berat,Tinggi
2623,63,158343531.0336917,L,Pekerja Swasta,SMA,1,17,Sehat,Tinggi
2624,36,126498451.79426067,P,Pegawai Negeri,SMA,1,5,Sakit Berat,Rendah
2625,21,75890495.45890701,P,Wiraswasta,S1,6,20,Sakit Ringan,Tinggi
2626,43,198997580.45769742,P,Wiraswasta,S2,5,11,Sakit Berat,Rendah
2627,55,26895344.031139042,P,Pelajar,S2,3,15,Sehat,Rendah
2628,59,49209063.06063344,P,Wiraswasta,S3,5,20,Sakit Berat,Rendah
2629,49,180657625.2557411,L,Pegawai Negeri,SMA,3,15,Sakit Ringan,Sedang
2630,56,30901311.814274035,L,Pegawai Negeri,D3,3,3,Sakit Ringan,Sedang
2631,62,179627720.12183392,L,Pekerja Swasta,S1,3,17,Sakit Ringan,Rendah
2632,63,148739865.69047615,L,Pekerja Swasta,S1,4,12,Sakit Ringan,Sedang
2633,53,26603120.971017614,P,Pelajar,D3,4,2,Sehat,Tinggi
2634,57,97277607.71375178,L,Pekerja Swasta,S3,2,11,Sakit Berat,Sedang
2635,54,155804865.5004027,L,Pegawai Negeri,D3,3,19,Sakit Berat,Tinggi
2636,50,124958051.23354393,L,Pekerja Swasta,D3,4,18,Sehat,Sedang
2637,53,188456832.55360243,L,Pekerja Swasta,S3,4,4,Sakit Berat,Rendah
2638,20,176175925.92415997,L,Wiraswasta,D3,6,18,Sehat,Rendah
2639,26,79876574.36014628,L,Pegawai Negeri,S3,6,18,Sehat,Sedang
2640,25,35232895.19361626,P,Pelajar,SMA,6,11,Sehat,Tinggi
2641,50,189966267.13621724,P,Pekerja Swasta,S3,1,4,Sehat,Tinggi
2642,23,113111618.19822678,L,Pekerja Swasta,S2,3,1,Sakit Ringan,Rendah
2643,58,33391572.386950735,P,Pelajar,S2,5,15,Sehat,Tinggi
2644,56,166983610.40467033,P,Pelajar,D3,6,20,Sehat,Rendah
2645,21,176331164.7233704,P,Pegawai Negeri,S2,1,3,Sakit Ringan,Sedang
2646,30,135096435.2317828,P,Pelajar,S3,4,14,Sehat,Sedang
2647,66,100551613.82354118,P,Pekerja Swasta,SMA,4,9,Sehat,Sedang
2648,19,139191142.2182431,L,Pegawai Negeri,S3,4,5,Sakit Ringan,Rendah
2649,22,147203065.22692224,P,Pegawai Negeri,S1,4,6,Sehat,Sedang
2650,61,180745392.45547423,P,Pelajar,D3,5,1,Sakit Berat,Tinggi
2651,44,192055102.46745285,L,Pegawai Negeri,SMA,2,3,Sehat,Rendah
2652,49,112577767.83036405,P,Pekerja Swasta,D3,2,14,Sakit Ringan,Tinggi
2653,38,163729016.03478125,P,Pekerja Swasta,S1,3,12,Sehat,Sedang
2654,25,193611720.0784979,L,Pekerja Swasta,S2,6,8,Sehat,Rendah
2655,55,47223800.86645388,P,Pegawai Negeri,S1,4,4,Sakit Ringan,Rendah
2656,25,23288236.689741805,L,Pelajar,S2,3,16,Sakit Ringan,Rendah
2657,67,176413479.11269292,P,Pekerja Swasta,D3,5,5,Sakit Berat,Sedang
2658,20,55149199.98448894,P,Wiraswasta,D3,3,13,Sakit Berat,Rendah
2659,61,27646177.99372417,L,Pelajar,D3,2,4,Sakit Berat,Rendah
2660,20,48817304.77834003,P,Pegawai Negeri,S3,2,1,Sakit Berat,Sedang
2661,39,89140684.02387847,L,Pekerja Swasta,SMA,6,13,Sakit Ringan,Sedang
2662,23,59467826.28666441,P,Pegawai Negeri,S3,2,18,Sakit Berat,Tinggi
2663,19,74945653.23807976,P,Pekerja Swasta,S1,3,18,Sakit Berat,Tinggi
2664,40,195552929.25740835,P,Pegawai Negeri,SMA,4,12,Sakit Ringan,Tinggi
2665,61,146792997.9492635,P,Wiraswasta,D3,1,20,Sehat,Rendah
2666,19,148194511.0855767,L,Pegawai Negeri,D3,2,11,Sehat,Sedang
2667,55,37043367.45102611,P,Pegawai Negeri,D3,3,0,Sehat,Tinggi
2668,34,151777706.5680845,P,Pegawai Negeri,S2,1,2,Sehat,Tinggi
2669,52,153081979.93195486,L,Pekerja Swasta,S1,2,9,Sehat,Sedang
2670,51,138754103.3131938,L,Pelajar,S3,2,7,Sakit Ringan,Rendah
2671,40,61118533.27961751,L,Pegawai Negeri,S1,5,12,Sakit Berat,Sedang
2672,47,96146512.23479329,P,Pelajar,S2,2,18,Sakit Berat,Sedang
2673,69,172329761.84053254,L,Pekerja Swasta,S2,1,2,Sakit Berat,Sedang
2674,25,140636293.28131273,L,Pegawai Negeri,S1,1,2,Sehat,Rendah
2675,39,151898390.29998243,L,Pekerja Swasta,S2,4,17,Sakit Ringan,Tinggi
2676,61,125727392.0226456,L,Pelajar,SMA,1,2,Sehat,Tinggi
2677,53,100925587.84012012,P,Pekerja Swasta,D3,3,11,Sakit Ringan,Rendah
2678,22,156629361.8120795,P,Pekerja Swasta,S3,3,1,Sakit Ringan,Sedang
2679,30,32226646.585934892,P,Pelajar,S2,6,7,Sehat,Sedang
2680,46,141168931.90044755,L,Pekerja Swasta,S3,6,20,Sakit Ringan,Tinggi
2681,48,199496811.41312224,L,Pelajar,D3,6,13,Sehat,Tinggi
2682,64,160434547.30424568,L,Pelajar,S1,2,18,Sakit Berat,Sedang
2683,33,72301432.08394195,P,Pegawai Negeri,D3,4,10,Sakit Ringan,Rendah
2684,59,70007509.0469685,L,Pegawai Negeri,S3,2,15,Sakit Ringan,Tinggi
2685,47,140099349.9068226,L,Pekerja Swasta,SMA,4,13,Sakit Berat,Rendah
2686,33,181253766.26153547,P,Pekerja Swasta,S1,5,7,Sakit Berat,Rendah
2687,29,124030953.35261172,P,Pekerja Swasta,S2,4,19,Sakit Ringan,Sedang
2688,34,114932411.6906105,P,Wiraswasta,SMA,5,13,Sakit Berat,Rendah
2689,33,48869144.091860846,P,Wiraswasta,D3,6,11,Sakit Berat,Sedang
2690,29,148782251.96476698,P,Pegawai Negeri,S3,5,16,Sakit Ringan,Rendah
2691,25,146413751.53482032,L,Pelajar,S3,2,11,Sehat,Tinggi
2692,37,194051250.62009257,L,Wiraswasta,S3,3,20,Sakit Ringan,Sedang
2693,20,74034593.17501959,L,Wiraswasta,D3,4,11,Sakit Ringan,Sedang
2694,33,156160185.7461557,P,Pelajar,S1,2,11,Sehat,Sedang
2695,47,98131747.01557322,P,Pekerja Swasta,S2,5,6,Sakit Berat,Sedang
2696,62,120525102.49090429,P,Pekerja Swasta,SMA,5,9,Sakit Ringan,Tinggi
2697,40,166961694.00810048,P,Wiraswasta,D3,1,15,Sakit Berat,Sedang
2698,45,59959108.10341561,L,Wiraswasta,S3,1,2,Sakit Berat,Sedang
2699,68,81716373.11493468,L,Pelajar,S2,4,2,Sehat,Tinggi
2700,57,159195560.63556746,L,Pelajar,S3,3,0,Sakit Ringan,Rendah
2701,22,122682424.75181498,L,Wiraswasta,D3,1,4,Sehat,Tinggi
2702,37,36636125.04291264,L,Pelajar,S3,6,7,Sehat,Rendah
2703,57,97433456.02013235,L,Pekerja Swasta,D3,6,16,Sehat,Sedang
2704,61,125593996.33514294,L,Pegawai Negeri,S3,5,15,Sakit Ringan,Sedang
2705,18,183713116.96010947,L,Wiraswasta,D3,2,15,Sakit Ringan,Rendah
2706,47,53927848.98895496,P,Pegawai Negeri,S3,3,17,Sehat,Sedang
2707,38,165071534.30794692,L,Pelajar,S2,4,17,Sakit Ringan,Tinggi
2708,37,43512406.95378645,L,Pegawai Negeri,S2,2,13,Sakit Ringan,Tinggi
2709,23,63602418.813645296,P,Wiraswasta,S3,4,11,Sakit Berat,Tinggi
2710,39,63801899.02822214,P,Pelajar,S3,2,9,Sakit Berat,Rendah
2711,35,177946255.26358986,L,Pegawai Negeri,D3,2,1,Sehat,Rendah
2712,25,55823184.56269768,L,Pekerja Swasta,D3,3,20,Sehat,Rendah
2713,56,161652930.85737363,P,Wiraswasta,D3,4,2,Sakit Berat,Sedang
2714,49,103125176.12353158,P,Wiraswasta,S1,1,0,Sakit Berat,Rendah
2715,50,199836338.20351595,P,Wiraswasta,S3,2,8,Sakit Berat,Tinggi
2716,70,171036469.75737897,L,Wiraswasta,S3,6,3,Sakit Ringan,Rendah
2717,33,153146564.20060724,P,Pelajar,S3,2,20,Sakit Berat,Tinggi
2718,29,176730735.1973952,L,Pekerja Swasta,S3,6,15,Sehat,Sedang
2719,55,134125470.66890605,P,Pekerja Swasta,D3,1,3,Sakit Berat,Rendah
2720,69,171857406.17512956,L,Pegawai Negeri,D3,3,16,Sakit Berat,Tinggi
2721,51,67002832.525062054,P,Wiraswasta,S1,3,14,Sakit Berat,Tinggi
2722,31,37586577.99819349,L,Wiraswasta,D3,3,3,Sehat,Rendah
2723,53,130867761.27560037,P,Pegawai Negeri,S3,5,3,Sehat,Sedang
2724,50,98244270.67944548,P,Pelajar,S3,5,11,Sehat,Rendah
2725,40,96759343.15263775,L,Pekerja Swasta,SMA,3,2,Sehat,Sedang
2726,67,114814613.43740831,L,Wiraswasta,D3,3,19,Sakit Berat,Tinggi
2727,62,85048870.08179766,L,Pegawai Negeri,SMA,1,4,Sehat,Rendah
2728,19,132690715.65970924,P,Pekerja Swasta,S3,5,18,Sakit Berat,Rendah
2729,58,25502306.122573383,P,Pegawai Negeri,D3,6,5,Sakit Berat,Tinggi
2730,38,194580441.5387174,P,Pegawai Negeri,S3,4,8,Sakit Ringan,Sedang
2731,19,186447618.56820267,P,Pelajar,SMA,3,2,Sehat,Rendah
2732,44,188348629.26474807,P,Pekerja Swasta,SMA,3,1,Sehat,Rendah
2733,26,85700629.2050693,L,Wiraswasta,S2,3,20,Sakit Ringan,Rendah
2734,18,115740372.37863795,L,Pekerja Swasta,S2,2,9,Sakit Berat,Sedang
2735,28,191743508.55036354,P,Pelajar,D3,5,4,Sehat,Tinggi
2736,20,182422290.15696558,P,Wiraswasta,D3,4,6,Sakit Berat,Tinggi
2737,69,162244005.66220653,L,Pekerja Swasta,D3,2,14,Sakit Ringan,Tinggi
2738,40,93319686.17256664,P,Pelajar,D3,2,1,Sehat,Sedang
2739,43,121581060.17279121,L,Wiraswasta,D3,4,9,Sakit Berat,Sedang
2740,21,162724245.35899657,L,Wiraswasta,D3,4,10,Sakit Berat,Tinggi
2741,35,69142159.19720572,L,Pegawai Negeri,D3,4,20,Sakit Ringan,Rendah
2742,23,132760886.28106004,L,Pegawai Negeri,SMA,4,7,Sakit Berat,Sedang
2743,52,169028178.47333422,L,Pelajar,SMA,6,20,Sakit Ringan,Tinggi
2744,39,147341862.51192224,P,Wiraswasta,SMA,4,11,Sakit Ringan,Tinggi
2745,60,106306513.61438012,L,Pekerja Swasta,S3,6,3,Sakit Ringan,Rendah
2746,32,125229504.7199285,P,Wiraswasta,S1,3,12,Sehat,Rendah
2747,39,197961597.76624292,L,Pelajar,S3,6,17,Sakit Ringan,Sedang
2748,54,128357803.03649782,P,Pekerja Swasta,D3,6,17,Sehat,Sedang
2749,69,161411195.7233559,L,Wiraswasta,S1,4,2,Sakit Berat,Tinggi
2750,59,150788857.58797926,P,Pekerja Swasta,SMA,4,2,Sehat,Sedang
2751,29,146268310.79528537,P,Pegawai Negeri,SMA,5,6,Sakit Berat,Rendah
2752,64,148946429.92052785,L,Pekerja Swasta,S2,3,16,Sakit Ringan,Sedang
2753,66,101793755.2306635,L,Pegawai Negeri,D3,2,5,Sehat,Sedang
2754,59,105348831.41326256,L,Pekerja Swasta,D3,3,15,Sehat,Sedang
2755,55,104215292.72494082,P,Pegawai Negeri,S2,1,4,Sehat,Sedang
2756,35,25985829.298269458,L,Pelajar,S3,4,16,Sakit Ringan,Rendah
2757,62,63391759.45981822,L,Pekerja Swasta,S2,2,10,Sakit Ringan,Sedang
2758,52,47821521.1969789,P,Wiraswasta,D3,1,11,Sehat,Rendah
2759,47,179560102.0515063,L,Pelajar,SMA,6,11,Sakit Ringan,Sedang
2760,41,69494485.96153082,L,Pelajar,S2,2,3,Sakit Ringan,Tinggi
2761,59,44919674.203797266,P,Pekerja Swasta,S1,3,8,Sehat,Sedang
2762,47,41558047.74395929,L,Pelajar,SMA,6,13,Sakit Ringan,Rendah
2763,31,145998170.21938854,P,Pegawai Negeri,S3,1,11,Sakit Berat,Rendah
2764,23,21094995.96469267,L,Pegawai Negeri,SMA,6,9,Sehat,Tinggi
2765,20,104834792.31617148,P,Pekerja Swasta,S3,6,7,Sakit Ringan,Tinggi
2766,33,41396799.00767532,P,Pelajar,SMA,6,2,Sakit Berat,Rendah
2767,24,172939407.97446293,L,Wiraswasta,D3,4,12,Sehat,Rendah
